candidate,image_file,image_url,news_source,news_source_url,image_hash,bias_rating,facebook_p,facebookbias_rating,facebook_int,combine_rating,,,,,,
donald_trump,73_donald_trump.jpg,http://esq.h-cdn.co/assets/16/42/980x490/landscape-1476982066-trumpbookreport.jpg,Esquire,http://www.esquire.com/entertainment/books/news/a49817/trump-book-report/,4d4d4cce8a1f1696,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,84_donald_trump.jpg,http://thefader-res.cloudinary.com/images/w_1440,The Fader,http://www.thefader.com/2016/07/01/donald-trump-and-the-american-divide,0f4c4c4c0e1e0e1e,999,,999,999,Unknown / unreliable,,,"music, style, culture magazine",,,
donald_trump,89_donald_trump.jpg,http://hips.htvapps.com/htv-prod/ibmig/cms/image/wyff/40830816-donald-trump-on-lgbtq-jpg.jpg?crop\u003d1.00xw:1.00xh;0,WYFF.com,http://www.wyff4.com/article/president-donald-trump-to-visit-charleston-on-friday/8800027,4d4c5d696c6d4cca,999,,999,999,Unknown / unreliable,,,local news,,,
donald_trump,91_donald_trump.jpg,https://pmcvariety.files.wordpress.com/2015/12/rexfeatures_5340067k-e1449628820722.jpg?w\u003d1000\u0026h\u003d750\u0026crop\u003d1,Variety,http://variety.com/2016/tv/news/louis-c-k-donald-trump-insane-bigot-dangerous-1201723679/,ce8e4e8e8e6fcc4c,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,102_donald_trump.jpg,http://media.npr.org/assets/img/2016/10/02/ap_667428401510_wide-1fc307adbcd2768c4e48286db3a67ae8b2a8fd9c-s900-c85.jpg,NPR,http://www.npr.org/2016/10/02/496303458/how-donald-trump-could-have-not-paid-income-taxes-for-18-years,4ae5c0e47ebdba7a,0,www.npr.org,-0.6103,-2,Unknown / unreliable,,,,,,
donald_trump,115_donald_trump.jpg,https://peopledotcom.files.wordpress.com/2016/08/donald-trump-800-4.jpg?w\u003d800,People,http://people.com/books/donald-trump-biography-5-things-to-know-about-the-book-he-told-fans-not-to-buy/,c4cbcc88cc6cc82b,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,118_donald_trump.jpg,https://pmcvariety.files.wordpress.com/2016/09/donald-trump-presidential-debate-2.jpg?w\u003d1000\u0026h\u003d563\u0026crop\u003d1,Variety,http://variety.com/2016/tv/news/billy-bush-reaction-donald-trump-video-apology-1201881989/,cd8dcdcece4e4fcd,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,119_donald_trump.jpg,http://static.snopes.com/app/uploads/2016/10/donald-trump.jpg,Snopes.com,http://www.snopes.com/trump-described-the-electoral-college-as-a-disaster/,d43a3a3ab89c3d35,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,120_donald_trump.jpg,http://cdn2.thr.com/sites/default/files/2016/10/donald_j._trump_-_first_presidential_debate_-_getty_-_h_-_2016.jpg,Hollywood Reporter,http://www.hollywoodreporter.com/news/donald-trump-women-unearthed-1994-primetime-interview-nancy-collins-938176,8d8c4e0d07026a6a,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,123_donald_trump.jpg,http://cdn.newsday.com/polopoly_fs/1.12475468.1476901784!/httpImage/image.jpg_gen/derivatives/landscape_1280/image.jpg,am New York,http://www.amny.com/news/donald-trump-grammar-syntax-errors-times-when-the-english-language-took-a-hit-1.12471317,4d4d474f47059d0c,999,,999,999,Unknown / unreliable,,,amNewYork,,,
donald_trump,125_donald_trump.jpg,http://static.snopes.com/app/uploads/2016/03/trump-dick-pic.png,Snopes.com,http://www.snopes.com/donald-trump-no-wig-or-makeup/,993b3333ab889c9e,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,137_donald_trump.jpg,http://static.snopes.com/app/uploads/2016/09/donald-trump1.jpg,Snopes.com,http://www.snopes.com/trump-pregnancy-inconvenient/,3f0f4f1f2464646e,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,141_donald_trump.jpg,http://www.trbimg.com/img-57f3c8aa/turbine/ct-donald-trump-taxes-garrison-keillor-20161004,Chicago Tribune,http://www.chicagotribune.com/news/opinion/commentary/ct-donald-trump-taxes-garrison-keillor-20161004-story.html,498d9d9d9c9b1f25,0,www.chicagotribune.com,-0.3117,-1,Unknown / unreliable,,,,,,
donald_trump,144_donald_trump.jpg,http://www.trbimg.com/img-577262f2/turbine/ct-donald-trump-charity-20160628,Chicago Tribune,http://www.chicagotribune.com/news/nationworld/politics/ct-donald-trump-charity-20160628-story.html,cfe3b3b2b23a3e1a,0,www.chicagotribune.com,-0.3117,-1,Unknown / unreliable,,,,,,
donald_trump,152_donald_trump.jpg,http://www.charlotteobserver.com/news/politics-government/election/biudic/picture110670922/ALTERNATES/FREE_640/Trump-Charlotte,Charlotte Observer,http://www.charlotteobserver.com/news/politics-government/election/article110546817.html,663ec6d8c8c8cc49,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,153_donald_trump.jpg,https://fortunedotcom.files.wordpress.com/2016/10/donald-trump-tv.jpg?w\u003d1100\u0026quality\u003d85,Fortune,http://fortune.com/2016/10/24/donald-trump-campaign-facebook-live/,3e0e0d0d0d9b1d0c,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,161_donald_trump.jpg,http://media.npr.org/assets/img/2016/10/07/gettyimages-612894872_wide-6a821897ebfe4c556960c7ee4eaba15bb82e49ed-s900-c85.jpg,NPR,http://www.npr.org/2016/10/07/497087141/donald-trump-caught-on-tape-making-vulgar-remarks-about-women,4f8f2b294ccf0766,0,www.npr.org,-0.6103,-2,Unknown / unreliable,,,,,,
donald_trump,162_donald_trump.jpg,https://media1.britannica.com/eb-media/94/191094-049-EF255FCD.jpg,Encyclopedia Britannica,https://www.britannica.com/biography/Donald-Trump,460f0d0d494dcccc,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,166_donald_trump.jpg,https://foreignpolicymag.files.wordpress.com/2016/10/gettyimages-615856778.jpg,Foreign Policy,http://foreignpolicy.com/2016/10/20/donald-trump-rigged-elections-violence-american-democracy/,2.42E+15,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,170_donald_trump.jpg,http://www.reviewjournal.com/sites/default/files/field/media/web1_trump_061816ev_018_7234013.jpg,Las Vegas Review-Journal,http://www.reviewjournal.com/opinion/editorials/editorial-donald-trump-president,39d899195959751f,999,,999,999,Unknown / unreliable,,,Editorial supporting DT for president,,,Unclear what leaning the org has in general
donald_trump,181_donald_trump.jpg,http://assets2.bigthink.com/system/idea_thumbnails/38207/size_1024/donald-trump_1_.jpg?1304464141,Big Think,http://bigthink.com/artful-choice/less-than-artful-choices-narcissistic-personality-disorder-according-to-donald-trump,d3f0506064ececf2,999,,999,999,Unknown / unreliable,,,"Identify as information sifters, which the editorial team packages and presents",,,
donald_trump,186_donald_trump.jpg,http://cdn.newsday.com/polopoly_fs/1.12480655.1476995183!/httpImage/image.jpeg_gen/derivatives/display_960/image.jpeg,Newsday,http://www.newsday.com/news/nation/donald-trump-speech-debates-and-campaign-quotes-1.11206532,0f0f0f6d6d6d6cc4,999,,999,999,Unknown / unreliable,,,news,,,
donald_trump,189_donald_trump.jpg,https://i.kinja-img.com/gawker-media/image/upload/s--LwL68EuT--/uk0salgpa7fpyzxvfyie.jpg,The Slot - Jezebel,http://theslot.jezebel.com/donald-trump-has-been-elected-president-of-the-united-s-1788623620,6561c4c441616a62,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,193_donald_trump.jpg,http://stmedia.stimg.co/ctyp_donald-trump-chin.jpg?w\u003d800,City Page,http://www.citypages.com/news/the-20-best-nicknames-for-donald-trump-so-far/389377462,004d4d4d0c4f0f0c,999,,999,999,Unknown / unreliable,,,article with list of negative nicknames for DT. Seems anti DT,,,
donald_trump,204_donald_trump.jpg,https://www.openinvest.co/images/issues/TrumpIssues.jpg,OpenInve,https://www.openinvest.co/blog/divest_donald_trump,2aa3cee86e6ecc2a,999,,999,999,Unknown / unreliable,,,Investiment Startup,,,
donald_trump,212_donald_trump.jpg,http://img.wennermedia.com/480-width/donald-trump-4a87641f-b3cc-4894-ad1c-1280407c6b7d.jpg,Us Weekly,http://www.usmagazine.com/entertainment/news/best-donald-trump-impressions-alec-baldwin-jimmy-fallon-more-w446553,4fcf4dccccce8eec,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,252_donald_trump.jpg,http://cdn-s3.si.com/s3fs-public/2016/10/13/donald-trump-locker-room-talk-athletes.jpg,Sports Illustrated,http://www.si.com/more-sports/2016/donald-trump-locker-room-talk-comments-athlete-reactions,57656d6c4c5ef779,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,266_donald_trump.jpg,https://pmcdeadline2.files.wordpress.com/2016/10/donald-trump.jpg?w\u003d446\u0026h\u003d299\u0026crop\u003d1,Deadline,http://deadline.com/2016/10/donald-trump-law-order-svu-unstoppable-episode-scheduled-november-16unstoppable-citing-november-16-1201842797/,989d9d9652930915,999,,999,999,Unknown / unreliable,,,Entertainment industry news,,,
donald_trump,275_donald_trump.jpg,http://thevoter.co.ke/wp-content/uploads/2017/01/donald-trump-suit.jpg,THE VOTER,http://thevoter.co.ke/2017/01/24/trump-bans-abortion-rights/,468f0bcbd8dcccc8,999,,999,999,Unknown / unreliable,,,Kenyan news outlet,,,
donald_trump,276_donald_trump.jpg,https://qzprod.files.wordpress.com/2016/10/ap_16281791533171-e1475905421734.jpg?quality\u003d80\u0026strip\u003dall\u0026w\u003d320,Quartz,https://qz.com/804528/the-republican-leaders-who-no-longer-endorse-trump/,3333633371eccccc,0,qz.com,-0.4713,-1,Unknown / unreliable,,,Broad world view for business people,,,
donald_trump,286_donald_trump.jpg,https://peopledotcom.files.wordpress.com/2016/10/donald-trump-1.jpg?w\u003d450,People,http://people.com/politics/two-female-apprentice-alums-share-conflicting-experiences-donald-trump/,7c7070948c0d1d1f,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,291_donald_trump.jpg,http://static.snopes.com/app/uploads/2016/09/trumpcourt.jpg,Snopes.com,http://www.snopes.com/2016/11/05/trump-rape-lawsuit-dropped-again/,214d46460c6ccecf,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,297_donald_trump.jpg,http://www.washingtonblade.com/content/files/2016/10/Donald_Trump_460x470_15_c_Washington_Blade_by_Michael_Key.jpg,Washington Blade,http://www.washingtonblade.com/2016/10/14/gay-defense-donald-trump/,7bda994eeead5439,999,,999,999,Unknown / unreliable,,,LGBT News source,,,
donald_trump,299_donald_trump.jpg,http://static.diffen.com/uploadz/7/79/Donald-Trump-3.jpg,Diffen,http://www.diffen.com/difference/Donald-Trump-vs-Hillary-Clinton,0d4e4f0e0f0f0717,999,,999,999,Unknown / unreliable,,,Issue stance comparison page,,,
donald_trump,310_donald_trump.jpg,http://www.billboard.com/files/media/donald-trump-2016-debate-sept-billboard-1548.jpg,Billboard,http://www.billboard.com/articles/news/7525544/donald-trump-vs-rosie-odonnell-history,4f4f4b4969ed6960,999,,999,999,Unknown / unreliable,,,entertainment news,,,
donald_trump,330_donald_trump.jpg,https://pmcdeadline2.files.wordpress.com/2016/03/donald-trump.jpg?w\u003d446\u0026h\u003d299\u0026crop\u003d1,Deadline,http://deadline.com/2016/04/donald-trump-biography-washington-post-scribner-1201735363/,2537372437392d8e,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,336_donald_trump.jpg,http://i0.wp.com/peopledotcom.files.wordpress.com/2016/10/donald-trump-news52.jpg?crop\u003d0px%2C0px%2C660px%2C495px\u0026resize\u003d660%2C495\u0026ssl\u003d1,People,http://people.com/politics/donald-trump-attacked-people-writer/,0c4c0e0c4c4ccccc,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,338_donald_trump.jpg,http://www.trbimg.com/img-57f1b824/turbine/ct-donald-trump-taxes-smart-20161002,Chicago Tribune,http://www.chicagotribune.com/news/opinion/commentary/ct-donald-trump-taxes-smart-20161002-story.html,e8e6663765e24c4e,0,www.chicagotribune.com,-0.3117,-1,Unknown / unreliable,,,,,,
donald_trump,345_donald_trump.jpg,http://www.charlotteobserver.com/news/politics-government/campaign-tracker-blog/dwe8tb/picture108019582/ALTERNATES/FREE_640/Donald%20Trump,Charlotte Observer,http://www.charlotteobserver.com/news/politics-government/campaign-tracker-blog/article108019587.html,673737634ac969d6,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,361_donald_trump.jpg,http://www.reviewjournal.com/sites/default/files/field/media/web1_trumprally_100516ev_007_7234013.jpg,Las Vegas Review-Journal,http://www.reviewjournal.com/opinion/editorials/editorial-donald-trump-president,5b1f72636b0e2003,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,363_donald_trump.jpg,http://www.conservapedia.com/images/thumb/5/59/Donald_Trump_RNC_July_2016.jpg/300px-Donald_Trump_RNC_July_2016.jpg,Conservapedia,http://www.conservapedia.com/Donald_Trump,5d4d5fb7ed6da8cc,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,375_donald_trump.jpg,http://www.reviewjournal.com/sites/default/files/field/media/web1_ap_16294607874385_7234013.jpg,Las Vegas Review-Journal,http://www.reviewjournal.com/opinion/editorials/editorial-donald-trump-president,37172f1ba9393138,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,384_donald_trump.jpg,http://www.indiewire.com/wp-content/uploads/2016/09/screen-shot-2016-09-21-at-7-28-58-am.png?w\u003d780,IndieWire,http://www.indiewire.com/2016/09/donald-trump-election-roast-comedy-central-1201729118/,cfcd2ceccc6c6cec,999,,999,999,Unknown / unreliable,,,movie news,,,
donald_trump,396_donald_trump.jpg,http://ei.marketwatch.com//Multimedia/2016/10/11/Photos/ZH/MW-EX619_trump1_20161011230742_ZH.jpg?uuid\u003d0a50c0de-9029-11e6-843c-00137241c023,MarketWatch,http://www.marketwatch.com/story/oops-donald-trump-tells-supporters-to-vote-nov-28-2016-10-11,0f0393e2ee6f4d4d,999,,999,999,Unknown / unreliable,,,finance and markets news,,,
donald_trump,413_donald_trump.jpg,https://espnfivethirtyeight.files.wordpress.com/2016/05/ap_16127608992006.jpg?quality\u003d90\u0026strip\u003dall\u0026w\u003d575\u0026ssl\u003d1,FiveThirtyEigh,http://fivethirtyeight.com/features/the-four-things-i-learned-from-the-donald-trump-primary/,5f1e3b9b0d190f4a,0,fivethirtyeight.com,-0.5225,-1,Unknown / unreliable,,,,,,
donald_trump,421_donald_trump.jpg,http://www.thewrap.com/wp-content/uploads/2016/10/DonaldTrump-7.jpg,TheWrap,http://www.thewrap.com/donald-trump-rips-jay-z-over-cursing-at-hillary-clinton-rally-video/,2.63E+15,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,425_donald_trump.jpg,http://www.billboard.com/files/styles/article_main_image/public/media/donald-trump-2016-debate-sept-billboard-1548.jpg,Billboard,http://www.billboard.com/articles/news/7525544/donald-trump-vs-rosie-odonnell-history,4f4f4b4969ed6960,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,433_donald_trump.jpg,http://a.abcnews.com/images/Politics/RT_Donald_Trump_NC_MEM_160921_12x5_1600.jpg,ABC News - Go.com,http://abcnews.go.com/Politics/donald-trump-african-americans-worst-off-latest-push/story?id\u003d42246717,c8c88c9592db5b4a,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,445_donald_trump.jpg,http://hips.htvapps.com/htv-prod-media.s3.amazonaws.com/ibmig/cms/image/wlky/38280832-donald-trump-in-louisville-jpg.jpg?crop\u003d1xw:1.00000000000000000xh;center,WLKY.com,http://www.wlky.com/article/supporters-protesters-clash-at-donald-trump-s-louisville-rally/3765136,dadbdbd2d21e1c1a,999,,999,999,Unknown / unreliable,,,local news,,,
donald_trump,447_donald_trump.jpg,http://media.npr.org/assets/img/2016/10/13/gettyimages-611010964_custom-bfdd95816025769e80e0711476ba668e54201e16-s900-c85.jpg,NPR,http://www.npr.org/2016/10/13/497799354/a-list-of-donald-trumps-accusers-of-inappropriate-sexual-conduct,0000340a4c4a8a8c,0,www.npr.org,-0.6103,-2,Unknown / unreliable,,,,,,
donald_trump,449_donald_trump.jpg,http://www.thewrap.com/wp-content/uploads/2016/10/DonaldTrump-1.jpg,TheWrap,http://www.thewrap.com/will-president-donald-trump-sidestep-the-first-amendment-to-block-free-press/,1f4f4f496949cc61,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,457_donald_trump.jpg,http://www.thewrap.com/wp-content/uploads/2016/09/Donald-Trump-Miami-Rally-gun-control.jpg,TheWrap,http://www.thewrap.com/donald-trump-says-in-debate-that-sex-tape-was-just-locker-room-talk/,67f7f171d9b4b4b8,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,464_donald_trump.jpg,http://www.chronicle.com//img/photos/biz/photo_78843_landscape_850x566.jpg,The Chronicle of Higher Education,http://www.chronicle.com/article/Donald-Trump-Actually-Talked/238065,2cc9e9e9ccce4ad1,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,472_donald_trump.jpg,https://i1.wp.com/heatst.com/wp-content/uploads/2016/05/donald-trump-judge.jpg?crop\u003d0px%2C132px%2C3000px%2C1137px\u0026resize\u003d871%2C330\u0026quality\u003d80\u0026strip\u003dall\u0026ssl\u003d1,Heat Stree,https://heatst.com/politics/donald-trumps-money-is-a-myth-will-he-bankrupt-the-rnc-too/,5e1d9a1b1b4e4743,999,,999,999,Unknown / unreliable,,,Balanced article on trump,,,
donald_trump,477_donald_trump.jpg,http://images1.browardpalmbeach.com/imager/u/745xauto/8070529/donaldtrump.jpg,New Times Broward-Palm Beach,http://www.browardpalmbeach.com/news/climate-change-expert-thinks-theres-hope-for-donald-trump-on-global-warming-8066950,429c9d0f0d07575d,999,,999,999,Unknown / unreliable,,,local news,,,
donald_trump,480_donald_trump.jpg,http://media.dmnews.com/images/2016/10/17/trumpdirectmail_1074586.jpg?format\u003djpg\u0026zoom\u003d1\u0026quality\u003d70\u0026anchor\u003dmiddlecenter\u0026width\u003d320\u0026mode\u003dpad,Direct Marketing New,http://www.dmnews.com/marketing-strategy/5-lessons-marketers-can-really-learn-from-donald-trump/article/568176/,1f0fcf6b4b4d0f4f,999,,999,999,Unknown / unreliable,,,market and retail news,,,
donald_trump,481_donald_trump.jpg,https://www.outsideonline.com/sites/default/files/styles/three-quarter-page-scaled-1x/public/trump-environment-views_h.jpg?itok\u003dLweLfwfG,Outside Magazine,https://www.outsideonline.com/2117796/donald-trump-environmental-scorecard,53931331ad8c2cac,999,,999,999,Unknown / unreliable,,,"sports, people, activities magazine / news",,,
donald_trump,485_donald_trump.jpg,http://images.techtimes.com/data/images/full/276980/donald-trump.jpg,Tech Time,http://www.techtimes.com/articles/183256/20161021/donald-trump-posts-spark-facebook-divide-employees-want-hate-speech-removed-but-zuck-says-no.htm,8662666e66a7a767,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,488_donald_trump.jpg,https://cdn0.vox-cdn.com/thumbor/w3pKx3TpoQQ6Yv3VI-TPBlrivUs\u003d/800x0/filters:no_upscale()/cdn0.vox-cdn.com/uploads/chorus_asset/file/6447683/AP_668843456156.0.jpg,Eater,http://www.eater.com/2016/5/6/11606514/donald-trump-eating-tiny-hands,b1b93991979cbfd3,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,497_donald_trump.jpg,https://cdn3.vox-cdn.com/uploads/chorus_asset/file/6448765/trumpeatingAP.0.jpg,Eater,http://www.eater.com/2016/5/6/11606514/donald-trump-eating-tiny-hands,24cdcd0e4ecacc0c,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,500_donald_trump.jpg,http://cdn-image.foodandwine.com/sites/default/files/styles/rd_fwrd_blog_main_image/public/donald-trump-food-policy-ft-blog0916.jpg?itok\u003ducGW7fBX,Food \u0026 Wine,http://www.foodandwine.com/blogs/what-donald-trump-presidency-means-food-policy,7a2a6b6e6c6de5d7,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,516_donald_trump.jpg,https://cdn0.vox-cdn.com/thumbor/moVYDEm93vKK2yKfzLuTPI_qudA\u003d/800x0/filters:no_upscale()/cdn0.vox-cdn.com/uploads/chorus_asset/file/6447673/AP_905522493182.0.jpg,Eater,http://www.eater.com/2016/5/6/11606514/donald-trump-eating-tiny-hands,5231393b3b2ce868,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,519_donald_trump.jpg,http://www.reviewjournal.com/sites/default/files/field/media/web1_1013-trump_7234013.jpg,Las Vegas Review-Journal,http://www.reviewjournal.com/opinion/editorials/editorial-donald-trump-president,8985313535b4b626,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,525_donald_trump.jpg,https://peopledotcom.files.wordpress.com/2016/08/donald-trump-e-1024.jpg?w\u003d1024\u0026h\u003d768,People,http://people.com/celebrity/donald-trump-says-hes-much-nicer-than-people-think/,2c0c1f1bcbc848b1,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,526_donald_trump.jpg,https://espnfivethirtyeight.files.wordpress.com/2016/07/ap_16186740129472.jpg?quality\u003d90\u0026strip\u003dall\u0026w\u003d575\u0026ssl\u003d1,FiveThirtyEigh,https://fivethirtyeight.com/features/trump-may-become-the-first-republican-in-60-years-to-lose-white-college-graduates/,d3d393f3339485c1,0,fivethirtyeight.com,-0.5225,-1,Unknown / unreliable,,,,,,
donald_trump,542_donald_trump.jpg,http://media.npr.org/assets/img/2016/09/28/gettyimages-610818318_wide-523b63b7049ab34e54819b2f34df920075122e4a-s900-c85.jpg,NPR,http://www.npr.org/2016/09/28/495805190/no-donald-trump-didnt-win-post-debate-polls,30507b5e581bba32,0,www.npr.org,-0.6103,-2,Unknown / unreliable,,,,,,
donald_trump,547_donald_trump.jpg,https://peopledotcom.files.wordpress.com/2016/08/donald-trump-c-435.jpg?w\u003d435\u0026h\u003d580,People,http://people.com/celebrity/what-donald-trump-probably-learned-from-peoples-story-about-marla-maples/,a44dcd4c4c581004,999,,999,999,Unknown / unreliable,,,,,,
donald_trump,558_donald_trump.jpg,http://media.npr.org/assets/img/2016/10/08/gettyimages-612541326-dd3c9e75123548ace8e43b2cdfb85f1ee9a482d2-s900-c85.jpg,NPR,http://www.npr.org/2016/10/08/497181974/republicans-call-for-donald-trump-to-drop-out-trump-says-he-wont-quit,c7c6b395952b3f35,0,www.npr.org,-0.6103,-2,Unknown / unreliable,,,,,,
